	Url	Category	Position	Title	Location	Amount_Raised	Goal	Number_of_Donations	Length_of_Fundraising	FB_Shares	Number_of_Donors	Followers	Text
0	https://www.gofundme.com/f/rebuild-cedar-child-care-center	Business	23	Rebuild Cedar Child Care Center	Minneapolis, MN	43333	40000	1.4K	155 days 20:09:52.324478000	660	1.4K	1.4K	Hello friends and family! On July 26th, 2017 Barlin Abdi and Nura Awil, who are two hardworking immigrant women, and single mothers accomplished their dream of opening the doors of Cedar Child Care Inc, a Somali woman ran child care center business located on East Lake Street in Minneapolis. Over the past few years, they have undoubtedly built a communal and supportive space that serves the needs of low-income children in the Somali community. Having been deemed as an essential business during the outbreak of Covid-19, Barlin and Nura have worked extremely hard over the last few months to cultivate a safe space for Somali children and their families. They continued to keep their childcare open until Friday the 29th of May when they arrived at the center only to their shock to find it vandalized, trashed and looted the night before.We’re hoping to rebuild and replace the costs of repairs of damage caused towards the building as well as supplies. Please donate what you can, and your generosity is appreciated thank you!
0	https://www.gofundme.com/f/gofundmecomHelpFrugalBookstore	Business	23	Help Keep Frugal Bookstore Alive	Boston, MA	42654	20000	861	185 days 20:09:53.154086000	2.1K	851	855	For Clarrissa and Leonard, to be the owners and operators of Frugal Bookstore, a family-oriented business in the community where they both grew up in, has been a dream come true. And it is our hope that we can continue living out our dream during this unprecedented time and it doesn’t dry up and become another dream deferred.The dream began when I was looking for a job and was introduced to Bob Romanow, owner of Frugal Furniture in Roxbury. We met at the furniture store and I saw there was a section with books—all primarily by authors of color. I had never seen so many books by people of color in one place, and it just looked beautiful. It made me very proud. And as an avid reader I knew how important it is for all people to see themselves in the literature they read. Bob saw how smitten I was and he asked me to help him build a book business.It became my mission to assist Mr. Romanow, and when he saw how dedicated I was, he offered to sell me the bookstore portion of his business. I shared the offer with Clarrissa and she was as excited as I was for the opportunity, so I accepted it. We decided to keep Frugal in the name simply because it was already known in the community, and why fix something that was not broken. And that’s how Clarrissa and I became owners of the Frugal Bookstore.Our family, friends and supporters  have watched us thrive over the years, and they’ve seen that it is very possible to own a business in the community you grow up in. And not just any business—one that offers value, a business where you can come in and you light up and feel proud that it is in Roxbury, our community.We are the only bookstore in Roxbury, and the only black-owned bookstore in the city of Boston, we are one of a kind. It was built with a passion and infused with a desire to “Change Minds One Book at a Time.” It is a community space that has inspired many readers, and has hosted a number of events which include book signings with local authors and many from out of state. It is home to The Family Affair Book Club and The Cool Girlz Book Club.In 2018, we received an invitation to partner with the Boston Book Festival to help bring the biggest literary festival in New England to our neighborhood, Roxbury. It was thrilling to see our community come out and support the effort. And in 2019 we were bestowed the honor of Business of the Year by Dudley Main Streets and the City of Boston. We were having such a great time and then all of a sudden the pandemic hit and put us in a position where we are struggling to maintain the business needed to keep us going until society opens back up and the community is allowed to come back in. We really need help! We could use your support in other ways likePlacing orders on our website: https://frugalbookstore.net/By phone: 617-541-1722Via email: [email redacted]Thank you for helping us in any way you can.Be healthy and stay safe,Clarrissa and Leonard
0	https://www.gofundme.com/f/psxuz-help-get-the-raptor-flying	Business	23	Help get the Raptor Flying	Ball Ground, GA	42650	30000	442	154 days 20:09:54.181513000	357	420	422	"Let's help Peter get the Raptor Flying!This is an outlet to donate to Peter and the Raptor Project to assist getting the Raptor Aircraft Flying.  We all know Peter has endured years of hard work and determination to get to this point and can appreciate the effort and contribution he has put into this truly remarkable feat to date.But the finances are low, and it's obvious Peter needs a few extra $ to support the project to get to the next major Milestone - being first flight. A lot of us have been following Peter's journey by viewing the countless hours of video he has produced over the years which has demonstrated he's not a quitter and has proven his ability to work though all the challenges that have endured.  It's been a privilege to follow the project though the good and bad, from the very beginnings of the Raptor until now. The Raptor bi-weekly updates are thoroughly entertaining to watch, and we have probably learnt a thing of two along the way.   Most of us following this project are invested in some form or another.  It has been Peter's vision & ambition from the start to keep costs down for the benefit of the General Aviation community, future owners and enthusiasts.  In business terms, he has done a lot of the heavy lifting, to do his best to minimise costs whilst inspiring innovation.  We trust, in the long term, this will ultimately benefit both owners and the wider community should the project remain in his capable hands at this time.  Your donation will go a long way to achieving that, without the commercial stresses of potential 3rd party investment at this late stage in the prototype production. They say ""when the going gets tuff, the tuff get going"".  Let's help Peter get this aircraft in the air and show some appreciation and support to assist Peter and Raptor LLC through the final stages of the prototype.  Donate a little or a lot - your donation will go along way to helping with the associated costs that will prevail over the coming weeks/months given the final mods required before flight as well as the Test Pilot costs etc. Contribute to keeping the dream alive!  Donate now, and let’s help to get this aircraft airborne! More info - click to view:Raptor's YouTube channel: www.youtube.com/channel/UCyEqCPjfEG1Cwt8-YEAOxbg Raptor's Facebook Page: www.facebook.com/raptoraircraft Raptor's Instagram Page: www.instagram.com/raptor_aircraft/?hl=en Raptor Website: www.raptor-aircraft.comNB: All Donations go directly to Peter Muller via GoFundMe."
0	https://www.gofundme.com/f/the-tanqueray-trust	Community	0	The Tanqueray Trust	New York, NY	2696460	1000000	128.4K	45 days 20:09:55.132838000	30.4K	127.1K	120.7K	Early this year, I was walking home from the gym on a particularly cold day. I was still dressed in my running clothes. And as I neared my home, I passed by a 76-year old woman dressed in a floor length faux mink coat. She was gripping tightly to a railing. ‘You look great,’ I told her.  Then she pointed at my own clothes— ‘Let me ask you a question,’ she said. ‘Why is it always white boys who wear shorts in the winter?’And thus began my friendship with Stephanie. One of Stephanie's more endearing  traits is that she will launch into a wild story within seconds of meeting a person-- often before customary greetings are exchanged. And that's exactly what she did. She began telling me stories from the 1970's, when she worked as a burlesque dancer named Tanqueray. Her memory for detail was amazing, and she had a singular way of describing things. Stephanie will say the wildest things without a hint of self-consciousness. It really has a way of drawing you in. And after she'd been going for about five minutes, I interrupted for long enough to ask if I could run to my house and get my camera.  The resulting interview went quite viral, as many of you will remember. And Stephanie had a lot of fun with it.  People were stopping her on the street all day long. And Stephanie loves an audience-- even if it’s just an audience of one. So anyone who stopped her for a selfie would leave ten minutes later with an earful of stories. And what stories they were.  Nobody has lived a life like Stephanie’s. The two of us agreed to meet regularly at a nearby diner, so I could get her whole story down on paper. We did about twenty interviews together. Our initial plan was to create a podcast. But after we'd gone quite a distance down that path, circumstances suddenly changed. Stephanie has been in pain for as long as I've known her. When we first met she was walking with a cane. And every time we walked to the diner, she'd grip tightly to my arm. Even then-- it would take us fifteen minutes to travel half a block. She’d wince in pain whenever she was jostled or bumped. Occasionally she’d scream out. It was clear that something was seriously wrong with her leg. She attributed the injury to a bad fall that she'd suffered a few months earlier, but she seemed confident that she was on the mend. When the pandemic started, Stephanie and I continued our conversations over the phone. She would call me several times a day. And whenever I didn't answer, she'd always leave a voicemail—usually telling me some story she’d just remembered. Last month I grew concerned when a few days passed without hearing from her. I called a neighbor to check up on her, and he heard Stephanie's voice coming from the back bedroom. She'd taken a bad fall and had been on the floor for 72 hours without food or water. The EMTs broke down her door and took her to the hospital. Ever since the fall, Stephanie has been unable to stand or walk. She is in a lot of pain. She's always been  a private person in many ways, but the current crisis has necessitated a candor about her situation. We’ve hired a team of professionals to make her apartment clean and comfortable. We’ve gotten her a 24-hour home health aide. She now has a physical therapist coming to the apartment multiple times a week.  And we're working on handling the back rent and eviction notices. Her health is not improving as quickly as we'd like, but Stephanie remains absolutely convinced that she is on the mend. Unfortunately her unorthodox lifestyle hasn't qualified her for social security. And she doesn’t currently have insurance. (Though we're trying to get her signed up for Medicare.) Her care is extremely expensive. So far I’ve been using funds from the HONY Patreon, but it’s not sustainable long term.   Stephanie and I have decided to scrap our idea of making a podcast. And I’ve spent the last few weeks retooling the story for publication on Humans of New York. Our plan is to raise funds for Stephanie’s care alongside the telling of her story. The ultimate goal is for Stephanie to live the rest of her life on her own terms. Maybe that means an assisted living facility. Maybe that means remaining in her apartment with the assistance of a home health aide. I’m not sure. But I want to provide her with enough resources so that it’s her decision, and not a decision forced upon her. But I’m not viewing this as charity. Stephanie brings a priceless resource to the table—her story. We're just going to tell that story using a new model.  Instead of selling advertising, or selling it to a publisher, we’re asking for voluntary contributions from anyone who’s gotten value from Stephanie’s narrative. If the story of her life has made you laugh, or cry, or think—please consider compensating the person who lived it. Because right now her story is the one thing she has to offer.We are being very thoughtful with the money. Stephanie knows that there are risks involved with publicly raising funds for a person in her vulnerable situation. So with her blessing, we will be placing the money in a trust to ensure that it provides sustainable, long term care. The trust will cover her living expenses and health care needs moving forward. (Which will admittedly be quite extensive.) And at Stephanie’s request, any money remaining at the end of her life will be donated to The Association To Benefit Children —a highly respected New York charity dedicated to helping the city’s most vulnerable children.Please consider joining us as we seek to transform Stephanie’s life.----------------------------------------------------------Humans of New York is audience supported.If you would like to support Humans of New York, you can do so by joining the Patreon. Or by preordering Humans , which will be published on October 6th.
0	https://www.gofundme.com/f/pdx-protest-bail-fund	Community	0	PDX Protest Bail Fund	Portland, OR	1389980	1690420	32.1K	157 days 20:09:56.063934000	32.4K	30.2K	30.2K	By default, GoFundMe displays donors' names. Please click the box labelled 'Don't display my name publicly on the campaign' to prevent anyone from scraping and misusing your information.The General Defense Committe Local 1 in Portland, Oregon, has established a fundraiser to cover bail and other legal expenses for protesters arrested in Portland, Oregon in connection to protests against George Floyd's murder by Minneapolis police, along with general police brutality. If you get arrested or the police visit or call you because of the protests, please contact the GDC at [email redacted] or 503-442-0866. We will support you through the legal process. Don't talk to the police, especially without legal representation or support. Don’t share pictures of protestors with identifying information (including visible faces).The Portland General Defense Committee (https://pdxgdc.com/) has provided ongoing legal support to workers and protesters in Oregon since 2017, relying on over a century of national experience. The GDC works in connection with the National Lawyers Guild and other Portland-based organizations.The legal process can take a tremendous amount of time. Most cases take 6 months to a year to be resolved and some cases can take up to two years.   For this reason,  disbursements and reporting will be ongoing possibly up to two years from now depending on people’s charges and cases. We will be continually updating information regarding these expenditures as money is used to bail people out and support peoples’ legal cases. These reports will be available through GoFundMe updates and our website. Because we have access to limited funds, our first focus is freeing vulnerable protestors (including those at high risk of contracting COVID-19 while incarcerated, members of marginalized communities (especially BIPOC protestors), and those without stable housing. Initially, the GDC set a fundraising goal of $5,000. As the number of reported arrests rise and the severity of the charges have increased, we have raised that goal to meet increased demand. Funds raised through the GDC will be distributed directly to protestors facing legal action as any financial needs come up. The funds will be used to pay for bail, legal fees and fines, lawyers, discovery, investigations, personal material support and any other financial needs that arise during the legal process. Funds raised in excess of local needs will be directed to Black-led organizations working in Portland and bail funds supporting protestors in other US cities. The legal process for these protestors is only starting: we’re seeing arraignment dates set months out. Arraignment typically occurs in a matter of days and this extended schedule will increase the expense, stress, and other harm protestors face. In addition to financial support, we’ll be asking for community members to attend hearings and participate in the defense of our comrades. Subscribe on Twitter (https://twitter.com/pdxgdc) or Facebook (https://www.facebook.com/pdxiwwgdc/) to receive updates as the legal process proceeds.Amelia Cates and Thursday Bram are members of the Local Secretary Treasurer working group of the GDC. This group maintains the accounting documents and bank account along with other members of the LST working group.  Members of the media may request further information by email at [email redacted].*** Please note that this fundraiser supports protestors arrested before Election Day. For full details, please read our most recent update. ***
0	https://www.gofundme.com/f/the-black-resilience-fund	Community	0	The Black Resilience Fund	Portland, OR	1980500	2500000	17.9K	155 days 20:09:57.373666000	41	14.5K	39	"
#BlackLivesMatter #WeDoHealIn the wake of George Floyd's murder is a long, painful month that’s an extension of a year that’s challenged us to our core.We need healing. We need justice. And that requires action.Systemic change requires prolonged effort, but we can also make an immediate difference for frontline communities. The Black Resilience Fund was launched on June 1st, 2020 to foster healing and resilience by providing immediate financial relief to Black Portlanders. Over $700,000 has been distributed to Black Portlanders since our launch, and we've also established a mutual aid network of over 300 active volunteers, delivering food boxes, performing yard work, providing emotional support, and more.The Black Resilience Fund is co-founded by Cameron Whitten and Salomé Chimuku. Cameron is a local Portlander who has more than 5 years of experience in nonprofit leadership and donation accountability. Cameron has served as the Executive Director of local nonprofits such as Know Your City, Brown Hope, and Q Center. Salomé has over a decade of experience in public sector work, working with organizations such as Portland State University, the Urban League of Portland, and Unite Oregon. She has served on many local social justice and advocacy boards and has worked for many statewide elected officials in the Oregon Legislature. We’re proud of everything the BRF team has accomplished with 100% volunteer energy. Through passion, grit, and collaboration, we’ve established a solid infrastructure that can benefit our entire community over the long term. In order to make this lasting impact, we know we’ll need stable leadership that we can’t attain with volunteer time alone. Thus, we will begin encouraging folks to donate to Brown Hope, the nonprofit that is sponsoring the Black Resilience Fund. A portion of all new donations made to Brown Hope for the BRF will be dedicated to the Black Resilient Futures Fund, with a goal of bringing paid staff to help sustain the work. We will continue to keep our GoFundMe campaign live as it’s linked to several newspaper articles and websites, and is a great way to communicate with the 13,000 people who have donated so far. You can make a tax-deductible donation to the Black Resilience Fund through Brown Hope, here: https://secure.givelively.org/donate/brown-hope/black-resilience-fundYou can also donate via check: write a check to BROWN HOPE and mail to 2037 N Williams Ave, Portland, OR 97227. Write BRF in the memo to designate to the Black Resilience Fund.If you would like to volunteer, please use this sign up form: https://forms.gle/6x7mnbw9FMsz7paQAThe funding report will be updated every other day.#BlackLivesMatter #WeDoHeal
"
0	https://www.gofundme.com/f/JusticeAndEqualityFund	Community	1	Justice and Equality Cause Fund	Redwood City, CA	1106470	1500000	12.6K	154 days 20:09:58.453527000	14.7K	12.4K	12.5K	In May 2020, events across America brought the injustice and deep-rooted racism that has long plagued the Black community to the forefront of the national discussion. These discussions continue to take place, from our dinner tables, during protests, and by our elected officials. We are witnessing history in the making–the time for change is now. We all must do our part to take action and make our voices heard. The Justice + Equality Fund aims to do just that, addressing both urgent needs as well as broader, systemic issues tied to systemic racism. GoFundMe.org will be granting the donation received for this cause to organizations working  to rectify the  racial inequalities in our society. Who benefits from your donation? At launch, donations will support organizations focused on pretrial system reform, racial justice, and law enforcement reform. Initial benefiting nonprofits will include The Bail Project, the NAACP Legal Defense and Education Fund, and Center for Policing Equity. As we grant to new organizations, we will include them below.:- The Bail Project - The NAACP Legal Defense and Education Fund - Center for Policing Equity - RAHEEM - Equal Justice Initiative - Advancement Project These organizations were chosen for the leadership they’ve demonstrated and the meaningful impact they have had on the causes that the Justice + Equality Fund will initially benefit. This is just the first step. We’ll keep donors updated as we expand the reach of the Fund by adding additional individuals, organizations, and benefiting causes.Racial inequality and injustice have no place in our society. It’s time to come together, keep this important conversation going, and help enact real change. Learn more about GoFundMe’s commitment to supporting justice and equality .Am I eligible for a grant?To qualify for this Justice and Equality grant, your GoFundMe fundraiser must benefit organizations building programs and communities around anti-racism and equity. To learn more about how GoFundMe Causes work, visit our FAQ. GoFundMe.org is an independent, registered 501(c)(3) public charity. It works closely with GoFundMe®, the world’s largest and most trusted online fundraising platform, to provide a transparent way to support your favorite causes and urgent needs. GoFundMe.org distributes your tax-deductible donation to verified charities related to your cause.This cause has been selected to be part of our holiday Joy of Giving campaign. To learn more about each cause, check out our Joy of Giving page: gofundme.com/holiday
0	https://www.gofundme.com/f/support-officer-anderson	Community	1	Support Officer Anderson	Lake Stevens, WA	453368	50000	13.3K	177 days 20:09:59.387907000	107.1K	13.3K	13.5K	"
I’m setting this go fund me up for my best friend’s husband, Officer Greg Anderson￼. He recently made a video urging officers to stand for liberty and integrity, the video has gone viral and has been positively received across the nation￼! You can view the video below.  His department the Port of Seattle Police is in the process of termination as the video was deemed a violation of policy.  I am attempting to raise funds for them as they are going to seek legal representation and to help cover any costs that the unforeseen future brings during this drastic change in their lives. Thank you for your kind words and support.First Videohttps://youtu.be/HXDTBl1FCWs

Second VideoSecond Video Click Here 
"
0	https://www.gofundme.com/f/housing-for-tgnc-people-experiencing-homelessness	Community	1	Housing for trans people experiencing homelessness	New Orleans, LA	420715	400000	7.9K	142 days 20:10:00.334044000	23.3K	7.4K	8.5K	"[House of Tulip is a 501c3 nonprofit, and donations are tax deductible. Our EIN is 85-1376745.]Introducing House of Tulip .House of Tulip is a Community Land Trust launching in the summer of 2020 to create housing solutions for trans and gender-nonconforming (TGNC) people in Louisiana.1 in 3 trans people in Louisiana report experiencing homelessness at some point in their life.* With your help, we will break that cycle for good in the New Orleans area.Who We Are:Our Founders Circle is a multicultural and multigenerational leadership body of 11 individuals in the New Orleans area. We are majority-Black and majority-women, and a majority of us have our family roots in Louisiana for several generations. Together, we have over 100 years of experience as community organizers and activists serving the transgender community in Louisiana. We are Milan Nicole Sherry, Mariah Moore, Jai Celestial, Sultana Isham, Camilla Marchena, Dylan Waguespack, Ben Collongues, Wendi Cooper, Toni Jones, Zahair Martinez, and Spirit McIntyre. Our Short-Term Vision:We’re raising funds to buy and restore a 6-unit property on N. Claiborne Ave, currently unoccupied and blighted. This will be our pilot campus, and it will house up to 9 TGNC people. If for any reason, we're unable to purchase this property (if it's sold or taken off the market before we raise the funds we need), the funds raised by this campaign will still go directly toward providing housing to TGNC people in New Orleans, in line with the long-term vision below. Our Long-Term Vision: Housing Solutions.According to the US Trans Survey, 1 in 3 trans people in Louisiana reports experiencing homelessness at some point in their lives. House of Tulip will provide zero-barrier housing to trans and gender-nonconforming people in need of a safe place to stay while growing the supply of affordable housing in New Orleans. Citywide Benefits.By operating as a Community Land Trust, the entire city of New Orleans (as well as anywhere we expand beyond our pilot campus) will benefit from the increase in affordable housing supply and safeguards against exclusionary development and gentrification. Paths to Home-Ownership.House of Tulip isn’t an emergency shelter or a transitional living house. It’s a long-term investment in housing solutions. As members of our community gain stability through housing, they’ll have a path to homeownership. Meanwhile, House of Tulip will continue to own the land, ensuring our housing stays affordable forever.Self-Sustaining.While initially our funding will be entirely donation-based, our model will grow to include sustainable sources of income so that we can invest strategically.We have $50,000 in seed funding--12.5 percent of the way to our goal--but we need your investment to get to $400,000 by August 31, 2020.If you'd prefer to write a check, please make it out to ""House of Tulip"" and mail it to our treasurer:Dylan Waguespack1203 Trinidad Ave NEWashington, DC 20002If you would like to give monthly, you can become a sustaining donor on our website at https://houseoftulip.org/make-a-donation. Becoming a sustaining donor helps us budget wisely knowing how much money will be coming in. It's such an easy way to invest in our community. *See the Louisiana breakout report from the 2015 US Trans Survey for more information about the experiences of transgender Louisianans: https://www.transequality.org/sites/default/files/docs/usts/USTSLAStateReport%281017%29.pdf"
0	https://www.gofundme.com/f/college-fund-for-african-american-students	Community	2	College Fund for African American Students	Alpharetta, GA	344331	350000	8.5K	179 days 20:10:01.385006000	3.2K	8.4K	8.3K	Want to join me in making a difference? I'm raising money to benefit Thurgood Marshall College Fund, Inc. (Tmcf), and any donation will help make an impact. Thanks in advance for your contribution to this cause that means so much to me.More information about Thurgood Marshall College Fund, Inc. (Tmcf): As the only national organization representing America's 47 publicly-supported Historically Black Colleges and Universities (HBCUs), and the nearly 300,000 students that attend them each year, TMCF's mission is to ensure student success by promoting educational excellence and preparing the next generation of workforce talent through leadership development.
0	https://www.gofundme.com/f/rebuilding-oakland-black-businesses	Community	2	Rebuilding OAKLAND Black Businesses	Union City, CA	320565	200000	4.6K	155 days 20:10:02.484857000	3.8K	4.5K	4.5K	Thank you for visiting our fundraising campaign, Who are we and what are we asking from the community? We are SoOakland LLC, a respected Oakland,Ca  based community events organization that has been around for 5 years. We are putting our efforts together to help rebuild, and clean up Black businesses that have been looted, vandalized, and affected by the recent protest. This is a time that we need the community to come together and show your love for the people, and the businesses that have added light, and value to the beautiful community of Oakland. WE NEED YOUR HELPWe have set the goal for $5,000 to help as many businesses as we can, but if we can do more that would be great. These businesses have not only been hit with the unfortunate financial setbacks from Covid-19, but now have been hit even harder from the protest.We ask that you donate whatever you can, so that we can start the rebuilding process (replacing broken windows, inventory, removal of spray paint etc)How will these funds be allocated?-We will ask each business owner what specific assistances they need for their business.-We will distribute funds directly to these businesses.-Each business will receive donation amounts anywhere from $500-$2000 a piece, depending on needs-Every business we donate to will be an Oakland based Black business ONLY.   -We will post a list of all businesses, via our website  and social media(ig:sooakland)  that received funds, to show where your amazing donations have gone too. We have a website and application process for those businesses that qualify, click link below to see qualifications.Click Here to APPLY  We love you all and appreciate your support in marching with us. Thank you for showing up, and fighting back against police brutality. It takes a village, and we need our village to protect each other, and we will help as many of you as we canRegards,ShaylaBang-founder of SoOakland-Instagram:@sooakland Website:SoOakland.comWho is SoOakland LLC: Message from the founder, ShaylaBang 
0	https://www.gofundme.com/f/mshmemphis	Community	2	20 Tiny Homes for Trans Women	Memphis, TN	291194	450000	8.1K	146 days 20:10:03.447401000	33.6K	7.9K	15.6K	My Sistah House  fosters sustainability and security for the most vulnerable of the transgender, lesbian, gay, bisexual, and queer (TLGBQ) communities in Memphis Tennessee, providing emergency housing, advocacy, and multipronged resource assistance delivered by and for gender non-conforming (TGNC) people of color.A grassroots, direct services and advocacy organization, My Sistah’s House was founded in 2016 by two trans women of color who sought to bridge a gap in services for trans and queer people of color (TQPOC) in Memphis, TN, with a focus on transgender women of color. Memphis faces a serious lack of emergency housing: In 2016, there were only 71 beds available in emergency shelters across the metro area—and none of them were designated as trans-specific. Many of them actively discriminate against transgender people.Our Executive Director, Kayla Gore, and board member Ellyahnna C. Wattshall created My Sistah’s House in response to a crisis they were witnessing among their own community members. Executive Director, Kayla Gore, converted a six-bedroom house she owns, into an emergency housing facility with eight beds available for TLGBQ people in need of shelter. My Sistah’s House primarily serves TGNC people of color, many of whom have recently been released from incarceration, are experiencing intimate partner violence, and/or are experiencing homelessness or housing insecurity.Expanding on our emergency housing program, our volunteer staff set up a bail fund for incarcerated trans women in the area, and began offering our clients advocacy, legal and multi-level resource assistance to help them secure permanent housing and stable income. Within the last year alone, with limited resources and an all-volunteer staff, My Sistah’s House has provided emergency housing to 35 TLGBQ individuals, successfully transitioning them into permanent housing. We have also provided multipronged resource assistants to100 individuals, allowing some of our communities most vulnerable to become more self-sufficient and secure.My Sistah’s House works in partnership with our fiscal sponsor, The Knights and Orchids Society My Sistah's House is asking during such a Fragile time in our Country, where Black Trans Communities are continuing to Stand in Solidarity with ALL Black BODIES and our Country. We need your help to continue standing, we need to ensure we have the tools and resources needed to take care of our Community while we Stand Together. Transgender Members being arrested are not afforded the same “Quick Solutions” as other protesters, our gender becomes the focus, which then places our live at risk WE are asking you to Stand with Us while we continue to Fight for Liberation and help us to Continue this Fight!! ANY AMOUNT OR RESOURCES WILL HELP!!CashAPP $MSHMEMPHISPAYPAL PAYPAL.ME/MSHMEMPHIS901
0	https://www.gofundme.com/f/warriors-house	Community	3	Save the Warriors House	Emeryville, CA	282500	350000	7.1K	119 days 20:10:04.300978000	6.4K	7K	7.1K	If you live in West Oakland, you've no doubt seen Lloyd's house.  Even if you're just passing through you'e probably noticed the bright blue and gold paint and Warriors flags waving as you get on the freeway.  It's become a local attraction; people come to take pictures, news crews have done interviews, and members of the team have even come to show their appreciation.  What you might not know is that this house has been in Lloyd's family for 50 years.  Lloyd is now 58 and has lived here since he was a kid.  His mom tragically passed away last year, leaving him alone in the house and living off a fixed disability income.  Normally, Lloyd would be able to support himself in the home but when she passed they discovered that she had been a victim of a predatory lending scheme and a reverse mortgage had been taken our in her name by an old caretaker.  Suddenly, the bank is requiring a payment of $350,000 to keep the house.  They call him regularly and threaten to kick him out of the house he's lived in his whole life.  We can't let that happen.  With so many families being pushed out and priced out of Oakland, this is infuriatingly not uncommon.  If Lloyd loses his house, his options are extremely limited. If you are able, please help share this campaign.  It would be great to get the attention of the Warriors and hopefully help keep this little slice of Oakland in the family. **My name is Ali and I've been Lloyd's neighbor for 12 years.  I'm personally born and raised in Oakland and have chosen to stay here and raise my family here as well.  I'm trying to help Lloyd because, well, he needs help.  He doesn't have access to internet or a computer and is having a difficult time navigating his options.   It breaks my heart seeing all the families who have lost their homes due to the gentrification of this area; generations of history uprooted.  If you know of alternative ways to help him save his home without paying off this predatory lender, please send me a message.  It would be great to get this done without the bank getting richer off of yet another Oakland family**
0	https://www.gofundme.com/f/ATLFund	Community	3	Advancing The Lives (ATL) Of The Black Community	Atlanta, GA	1303440	2000000	2.5K	152 days 20:10:05.174460000	3.2K	2.4K	2.4K	June 8th -From the bottom of my heart; thank you to every single person who has donated to my GoFundMe. Over 1,700 people have donated this weekend and we have raised more than $1M which will ALL go to help support the black community in Atlanta. I’m so moved by how many people have joined me in this mission but we still have work to do. We are more than half way until we hit that $2 million dollar goal. Please continue to donate and share, as you do, write in the comments your IG handle and I will select some of you at random to highlight in my IG Story.This week, I’ll be working to continue listening, reading your comments and hearing from leaders in the black community to find how we can make the biggest impact. More news is coming this week, let’s go ATL, Rise Up!
0	https://www.gofundme.com/f/orphaned-edison-boys	Community	3	Be a Hero, Please help orphaned Edison boys	Edison, NJ	251459	250000	4.4K	159 days 20:10:06.130062000	16K	4.4K	4.4K	Be a hero! Brandon is a Senior in Edison High School - Edison, NJ, graduating this year. His dad passed away when he was only 5. Tragically, his mom also passed away this year. He has two brothers that he cares for daily. His fear is that once he graduates, they will lose their home and have nowhere to go. There is $125,000 left on the mortgage. As a family friend, I have organized this fundraiser for Brandon and his brothers because this financial burden seems like a huge mountain for an 18 year old to move. But if everyone can find it in their heart to donate what they can, maybe we can put a dent in that number or even erase it. As a community, we've all experienced so much sadness and heartbreak since the declaration of the pandemic. Let's try to do something positive, uplifting and life-changing that could shift the course of these boys' lives forever.I have set the fundraising goat at $150,000. Funds will be distributed to the bank to pay off the $125,000 mortgage. Proof of payments will be posted on this page. The additional $25,000 will help ease the burden of living expenses, property taxes, as well as covering costs associated with Brandon's education at Middlesex County Community College where he plans to pursue a career in Law Enforcement.Think of the joy it would provide for them if we could help pay off that mortgage and provide a forever home for them. Not only will it easy the financial burden, but also enable the boys to focus on their education. Please donate what you can, share this Go Fund Me page and help keep these boys' home safe! If you prefer to send a check please make it payable to Melissa Ferro/Brandon Anderberg and mailed to 8 Crescent Road Edison, NJ 08817  ‪#gofundme #donate #help #gofundmedonations #gofundmecampaign #s #charity #gofundmeplease #love #fundraiser #donations #crowdfunding #fundraising #support #ClassOf2020 #2020strong ‬#Brandon #Helpaseniorout #miracleshappen #wishescometrue #makeadreamcometrue
0	https://www.gofundme.com/f/uhta5-small-businesses	Community	4	MN Small Businesses	Albany, MN	226963	100000	2.1K	171 days 20:10:06.978031000	9.5K	2.1K	2.1K	As many of you know, all six Shady's locations were planning on reopening on Monday, May 18th (against the Governor's orders). We received a phone call from the Attorney General's office yesterday, Friday, May 15th, informing us if we were to continue our plans to open and operate our six bars & restaurants, we could be faced with a $25,000 fine per location, per day with no maximum amount of times we could be issued the fine. We, along with countless other MN small businesses, have suffered long enough. Our customers, friends and family have been so supportive; the love shown to us over these past eight weeks with donations, gift cards and take out orders has been tremendous! We thank all of you for that from the bottom of our hearts. We love you all! With that being said, we unfortunately can't survive on just take out orders. We need our business back just like so many others do. This isn't a fight we should HAVE to fight, but it is a fight we are GOING to fight! We are taking a stand to fight for our rights to earn a living, to fight for our employees and their families and to fight for ALL MN SMALL BUSINESSES! In order to do this, we need to raise a minimum of $100,000 for legal fees to bring this to the Supreme Court. We want to ensure that this never, ever happens to any of us again. We want our rights, our freedom and our control back! These are our businesses we have worked so hard to build, we have to fight the fight. Any excess funds we receive will be used to help other small businesses in Minnesota. MN Strong! Provided the opportunity to reopen our businesses, we will respect the CDC social distancing guidelines and follow any necessary restrictions. The health and safety of our SHADY's customers, employees and community members is of the utmost importance to us.
